16:17:24;0;0
16:22:27;0;1537539746969
16:23:32;0;1537539812647
19:47:22;0;1537552042752
19:48:10;0;1537552090316
19:48:37;0;1537552117582
19:48:38;0;1537552118183
19:48:39;0;1537552119533
20:11:50;0;1537553510175
20:11:50;0;1537553510773
20:53:34;1;1537556014142
21:02:37;1;1537556557404
21:02:46;2;1537556566013
21:33:57;1;1537558437741
21:36:07;1;1537558567310
21:36:49;2;1537558609534
21:38:06;1;1537558686844
21:38:10;2;1537558690908
21:41:34;8;1537558894281
21:42:24;2;1537558944562
21:42:30;9;1537558950406
17:57:00;1;1537631820857
17:57:09;1;1537631829383
18:02:29;1;1537632149177
18:02:32;1;1537632152643
18:03:47;2;1537632227433
18:03:58;1;1537632238725
18:05:39;1;1537632339803
18:05:43;1;1537632343421
18:10:51;2;1537632651077
18:10:55;8;1537632655769
18:13:34;2;1537632814086
18:13:45;10;1537632825306
18:13:48;388;1537632828059
18:32:51;1;1537633971240
18:32:54;2;1537633974428
18:32:57;8;1537633977710
19:33:08;388;1538328788128
19:33:16;388;1538328796235
19:37:05;388;1538329025111
19:37:14;1;1538329034176
19:39:12;2;1538329152538
19:41:37;8;1538329297432
19:44:50;2;1538329490188
19:44:56;8;1538329496290
19:45:36;2;1538329536498
19:47:38;2;1538329658608
19:47:40;8;1538329660112
19:47:43;9;1538329663692
19:47:45;10;1538329665736
19:49:11;2;1538329751403
19:49:46;2;1538329786289
19:49:58;8;1538329798382
19:52:14;8;1538329934851
19:52:56;2;1538329976631
19:57:04;10;1538330224908
21:59:44;1;1538337583967
